origin                                             , destination                                        , mode   , distance_meters, distance_text, duration_seconds, duration_text  , duration_in_traffic_seconds, duration_in_traffic_text
Rathaus                                            , Prater / Riesenrad                                 , walking,            3669, 3.7 km       ,             3010, 50 mins        ,                            , 
Rathaus                                            , Mittelalterlicher Adventmarkt                      , walking,            3121, 3.1 km       ,             2602, 43 mins        ,                            , 
Rathaus                                            , Weihnachtsmarkt am Michaelerplatz                  , walking,            1044, 1.0 km       ,              830, 14 mins        ,                            , 
Rathaus                                            , Schloss Wilhelminenberg                            , walking,            5995, 6.0 km       ,             5537, 1 hour 32 mins ,                            , 
Rathaus                                            , Advent in der Stallburg                            , walking,            1158, 1.2 km       ,              926, 15 mins        ,                            , 
Rathaus                                            , Adventmarkt Mariahilf                              , walking,            1755, 1.8 km       ,             1504, 25 mins        ,                            , 
Rathaus                                            , IKEA Westbahnhof                                   , walking,            3026, 3.0 km       ,             2616, 44 mins        ,                            , 
Rathaus                                            , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,            6694, 6.7 km       ,             5583, 1 hour 33 mins ,                            , 
Rathaus                                            , Adventmark Verkehrsmuseum Remise                   , walking,            4636, 4.6 km       ,             3799, 1 hour 3 mins  ,                            , 
Rathaus                                            , Weihnacht im Wald                                  , walking,            3087, 3.1 km       ,             2556, 43 mins        ,                            , 
Rathaus                                            , Adventmarkt Favoriten                              , walking,            3121, 3.1 km       ,             2602, 43 mins        ,                            , 
Rathaus                                            , Winterzauber im Böhmischen Prater                  , walking,            6744, 6.7 km       ,             5715, 1 hour 35 mins ,                            , 
Rathaus                                            , Adventmarkt Meidling                               , walking,            3121, 3.1 km       ,             2602, 43 mins        ,                            , 
Rathaus                                            , Ottakringer Weihnachtszauber                       , walking,            4170, 4.2 km       ,             3612, 1 hour 0 mins  ,                            , 
Rathaus                                            , Adventmarkt im Schloss Neugebäude                  , walking,            9150, 9.2 km       ,             7495, 2 hours 5 mins ,                            , 
Schönbrunn                                         , MQ                                                 , walking,            5747, 5.7 km       ,             4761, 1 hour 19 mins ,                            , 
Schönbrunn                                         , Altes AKH                                          , walking,            6975, 7.0 km       ,             5749, 1 hour 36 mins ,                            , 
Schönbrunn                                         , Am Hof                                             , walking,            7215, 7.2 km       ,             5950, 1 hour 39 mins ,                            , 
Schönbrunn                                         , Spittelberg                                        , walking,            5943, 5.9 km       ,             4934, 1 hour 22 mins ,                            , 
Schönbrunn                                         , Stephansplatz                                      , walking,            7260, 7.3 km       ,             6021, 1 hour 40 mins ,                            , 
Schönbrunn                                         , Opera                                              , walking,            1555, 1.6 km       ,             1260, 21 mins        ,                            , 
Schönbrunn                                         , Türkenschanzpark                                   , walking,            7869, 7.9 km       ,             6610, 1 hour 50 mins ,                            , 
Schönbrunn                                         , Maria-Theresien-Platz                              , walking,            6001, 6.0 km       ,             4981, 1 hour 23 mins ,                            , 
Schönbrunn                                         , Blumengärten Hirschstetten                         , walking,           17328, 17.3 km      ,            14458, 4 hours 1 min  ,                            , 
Schönbrunn                                         , Palais Liechtenstein                               , walking,            8150, 8.2 km       ,             6746, 1 hour 52 mins ,                            , 
Schönbrunn                                         , Belvedere                                          , walking,            6677, 6.7 km       ,             5546, 1 hour 32 mins ,                            , 
Schönbrunn                                         , Karlsplatz                                         , walking,            6297, 6.3 km       ,             5205, 1 hour 27 mins ,                            , 
Schönbrunn                                         , Messe                                              , walking,           10554, 10.6 km      ,             8791, 2 hours 27 mins,                            , 
Schönbrunn                                         , Altwiener Christkindlmarkt                         , walking,            7222, 7.2 km       ,             5960, 1 hour 39 mins ,                            , 
Schönbrunn                                         , Biobauern-Adventmarkt                              , walking,            4936, 4.9 km       ,             4112, 1 hour 9 mins  ,                            , 
Schönbrunn                                         , Rathaus                                            , walking,            6796, 6.8 km       ,             5667, 1 hour 34 mins ,                            , 
Schönbrunn                                         , Prater / Riesenrad                                 , walking,            9397, 9.4 km       ,             7786, 2 hours 10 mins,                            , 
Schönbrunn                                         , Mittelalterlicher Adventmarkt                      , walking,            4936, 4.9 km       ,             4112, 1 hour 9 mins  ,                            , 
Schönbrunn                                         , Weihnachtsmarkt am Michaelerplatz                  , walking,            6780, 6.8 km       ,             5602, 1 hour 33 mins ,                            , 
Schönbrunn                                         , Schloss Wilhelminenberg                            , walking,            6551, 6.6 km       ,             5890, 1 hour 38 mins ,                            , 
Schönbrunn                                         , Advent in der Stallburg                            , walking,            6809, 6.8 km       ,             5631, 1 hour 34 mins ,                            , 
Schönbrunn                                         , Adventmarkt Mariahilf                              , walking,            5112, 5.1 km       ,             4284, 1 hour 11 mins ,                            , 
Schönbrunn                                         , IKEA Westbahnhof                                   , walking,            3986, 4.0 km       ,             3383, 56 mins        ,                            , 
Schönbrunn                                         , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,           13357, 13.4 km      ,            11060, 3 hours 4 mins ,                            , 
Schönbrunn                                         , Adventmark Verkehrsmuseum Remise                   , walking,            9209, 9.2 km       ,             7621, 2 hours 7 mins ,                            , 
Schönbrunn                                         , Weihnacht im Wald                                  , walking,            3960, 4.0 km       ,             3295, 55 mins        ,                            , 
Schönbrunn                                         , Adventmarkt Favoriten                              , walking,            4936, 4.9 km       ,             4112, 1 hour 9 mins  ,                            , 
Schönbrunn                                         , Winterzauber im Böhmischen Prater                  , walking,            8072, 8.1 km       ,             6847, 1 hour 54 mins ,                            , 
Schönbrunn                                         , Adventmarkt Meidling                               , walking,            4936, 4.9 km       ,             4112, 1 hour 9 mins  ,                            , 
Schönbrunn                                         , Ottakringer Weihnachtszauber                       , walking,            4541, 4.5 km       ,             3816, 1 hour 4 mins  ,                            , 
Schönbrunn                                         , Adventmarkt im Schloss Neugebäude                  , walking,           11681, 11.7 km      ,             9583, 2 hours 40 mins,                            , 
Prater / Riesenrad                                 , MQ                                                 , walking,            3901, 3.9 km       ,             3347, 56 mins        ,                            , 
Prater / Riesenrad                                 , Altes AKH                                          , walking,            3878, 3.9 km       ,             3345, 56 mins        ,                            , 
Prater / Riesenrad                                 , Am Hof                                             , walking,            2706, 2.7 km       ,             2294, 38 mins        ,                            , 
Prater / Riesenrad                                 , Spittelberg                                        , walking,            3994, 4.0 km       ,             3413, 57 mins        ,                            , 
Prater / Riesenrad                                 , Stephansplatz                                      , walking,            2382, 2.4 km       ,             2025, 34 mins        ,                            , 
Prater / Riesenrad                                 , Opera                                              , walking,            8374, 8.4 km       ,             7074, 1 hour 58 mins ,                            , 
Prater / Riesenrad                                 , Türkenschanzpark                                   , walking,            5876, 5.9 km       ,             5200, 1 hour 27 mins ,                            , 
Prater / Riesenrad                                 , Maria-Theresien-Platz                              , walking,            3421, 3.4 km       ,             2904, 48 mins        ,                            , 
Prater / Riesenrad                                 , Blumengärten Hirschstetten                         , walking,            8346, 8.3 km       ,             6994, 1 hour 57 mins ,                            , 
Prater / Riesenrad                                 , Palais Liechtenstein                               , walking,            3347, 3.3 km       ,             2801, 47 mins        ,                            , 
Prater / Riesenrad                                 , Belvedere                                          , walking,            3536, 3.5 km       ,             3054, 51 mins        ,                            , 
Prater / Riesenrad                                 , Karlsplatz                                         , walking,            3156, 3.2 km       ,             2664, 44 mins        ,                            , 
Prater / Riesenrad                                 , Messe                                              , walking,            1227, 1.2 km       ,              990, 17 mins        ,                            , 
Prater / Riesenrad                                 , Altwiener Christkindlmarkt                         , walking,            2913, 2.9 km       ,             2458, 41 mins        ,                            , 
Prater / Riesenrad                                 , Biobauern-Adventmarkt                              , walking,            4622, 4.6 km       ,             3982, 1 hour 6 mins  ,                            , 
Prater / Riesenrad                                 , Rathaus                                            , walking,            3652, 3.7 km       ,             3094, 52 mins        ,                            , 
Prater / Riesenrad                                 , Schönbrunn                                         , walking,            9441, 9.4 km       ,             8068, 2 hours 14 mins,                            , 
Prater / Riesenrad                                 , Mittelalterlicher Adventmarkt                      , walking,            4622, 4.6 km       ,             3982, 1 hour 6 mins  ,                            , 
Prater / Riesenrad                                 , Weihnachtsmarkt am Michaelerplatz                  , walking,            2915, 2.9 km       ,             2462, 41 mins        ,                            , 
Prater / Riesenrad                                 , Schloss Wilhelminenberg                            , walking,            9149, 9.1 km       ,             8273, 2 hours 18 mins,                            , 
Prater / Riesenrad                                 , Advent in der Stallburg                            , walking,            2945, 2.9 km       ,             2489, 41 mins        ,                            , 
Prater / Riesenrad                                 , Adventmarkt Mariahilf                              , walking,            4536, 4.5 km       ,             3900, 1 hour 5 mins  ,                            , 
Prater / Riesenrad                                 , IKEA Westbahnhof                                   , walking,            5878, 5.9 km       ,             5043, 1 hour 24 mins ,                            , 
Prater / Riesenrad                                 , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,            5766, 5.8 km       ,             4745, 1 hour 19 mins ,                            , 
Prater / Riesenrad                                 , Adventmark Verkehrsmuseum Remise                   , walking,            2867, 2.9 km       ,             2364, 39 mins        ,                            , 
Prater / Riesenrad                                 , Weihnacht im Wald                                  , walking,            5473, 5.5 km       ,             4603, 1 hour 17 mins ,                            , 
Prater / Riesenrad                                 , Adventmarkt Favoriten                              , walking,            4622, 4.6 km       ,             3982, 1 hour 6 mins  ,                            , 
Prater / Riesenrad                                 , Winterzauber im Böhmischen Prater                  , walking,            7018, 7.0 km       ,             6042, 1 hour 41 mins ,                            , 
Prater / Riesenrad                                 , Adventmarkt Meidling                               , walking,            4622, 4.6 km       ,             3982, 1 hour 6 mins  ,                            , 
Prater / Riesenrad                                 , Ottakringer Weihnachtszauber                       , walking,            7708, 7.7 km       ,             6603, 1 hour 50 mins ,                            , 
Prater / Riesenrad                                 , Adventmarkt im Schloss Neugebäude                  , walking,            8343, 8.3 km       ,             6884, 1 hour 55 mins ,                            , 
Mittelalterlicher Adventmarkt                      , MQ                                                 , walking,            1928, 1.9 km       ,             1627, 27 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Altes AKH                                          , walking,            3741, 3.7 km       ,             3154, 53 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Am Hof                                             , walking,            2954, 3.0 km       ,             2462, 41 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Spittelberg                                        , walking,            2146, 2.1 km       ,             1813, 30 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Stephansplatz                                      , walking,            2786, 2.8 km       ,             2296, 38 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Opera                                              , walking,            4653, 4.7 km       ,             3937, 1 hour 6 mins  ,                            , 
Mittelalterlicher Adventmarkt                      , Türkenschanzpark                                   , walking,            6638, 6.6 km       ,             5725, 1 hour 35 mins ,                            , 
Mittelalterlicher Adventmarkt                      , Maria-Theresien-Platz                              , walking,            2144, 2.1 km       ,             1821, 30 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Blumengärten Hirschstetten                         , walking,           12673, 12.7 km      ,            10592, 2 hours 57 mins,                            , 
Mittelalterlicher Adventmarkt                      , Palais Liechtenstein                               , walking,            4424, 4.4 km       ,             3680, 1 hour 1 min   ,                            , 
Mittelalterlicher Adventmarkt                      , Belvedere                                          , walking,            1929, 1.9 km       ,             1655, 28 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Karlsplatz                                         , walking,            1741, 1.7 km       ,             1417, 24 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Messe                                              , walking,            5899, 5.9 km       ,             4925, 1 hour 22 mins ,                            , 
Mittelalterlicher Adventmarkt                      , Altwiener Christkindlmarkt                         , walking,            2993, 3.0 km       ,             2498, 42 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Biobauern-Adventmarkt                              , walking,               0, 1 m          ,                0, 1 min          ,                            , 
Mittelalterlicher Adventmarkt                      , Rathaus                                            , walking,            3121, 3.1 km       ,             2613, 44 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Schönbrunn                                         , walking,            4936, 4.9 km       ,             4250, 1 hour 11 mins ,                            , 
Mittelalterlicher Adventmarkt                      , Prater / Riesenrad                                 , walking,            4633, 4.6 km       ,             3863, 1 hour 4 mins  ,                            , 
Mittelalterlicher Adventmarkt                      , Weihnachtsmarkt am Michaelerplatz                  , walking,            2536, 2.5 km       ,             2127, 35 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Schloss Wilhelminenberg                            , walking,            7669, 7.7 km       ,             6954, 1 hour 56 mins ,                            , 
Mittelalterlicher Adventmarkt                      , Advent in der Stallburg                            , walking,            2422, 2.4 km       ,             2039, 34 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Adventmarkt Mariahilf                              , walking,            1559, 1.6 km       ,             1365, 23 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , IKEA Westbahnhof                                   , walking,            2345, 2.3 km       ,             2054, 34 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,            9385, 9.4 km       ,             7770, 2 hours 10 mins,                            , 
Mittelalterlicher Adventmarkt                      , Adventmark Verkehrsmuseum Remise                   , walking,            4503, 4.5 km       ,             3712, 1 hour 2 mins  ,                            , 
Mittelalterlicher Adventmarkt                      , Weihnacht im Wald                                  , walking,            1171, 1.2 km       ,              968, 16 mins        ,                            , 
Mittelalterlicher Adventmarkt                      , Adventmarkt Favoriten                              , walking,               0, 1 m          ,                0, 1 min          ,                            , 
Mittelalterlicher Adventmarkt                      , Winterzauber im Böhmischen Prater                  , walking,            4563, 4.6 km       ,             3994, 1 hour 7 mins  ,                            , 
Mittelalterlicher Adventmarkt                      , Adventmarkt Meidling                               , walking,               0, 1 m          ,                0, 1 min          ,                            , 
Mittelalterlicher Adventmarkt                      , Ottakringer Weihnachtszauber                       , walking,            5648, 5.6 km       ,             4853, 1 hour 21 mins ,                            , 
Mittelalterlicher Adventmarkt                      , Adventmarkt im Schloss Neugebäude                  , walking,            8054, 8.1 km       ,             6624, 1 hour 50 mins ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , MQ                                                 , walking,            1034, 1.0 km       ,              908, 15 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Altes AKH                                          , walking,            1599, 1.6 km       ,             1377, 23 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Am Hof                                             , walking,             445, 0.4 km       ,              356, 6 mins         ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Spittelberg                                        , walking,            1079, 1.1 km       ,              952, 16 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Stephansplatz                                      , walking,             679, 0.7 km       ,              539, 9 mins         ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Opera                                              , walking,            5507, 5.5 km       ,             4635, 1 hour 17 mins ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Türkenschanzpark                                   , walking,            4305, 4.3 km       ,             3790, 1 hour 3 mins  ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Maria-Theresien-Platz                              , walking,             517, 0.5 km       ,              451, 8 mins         ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Blumengärten Hirschstetten                         , walking,           10742, 10.7 km      ,             8936, 2 hours 29 mins,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Palais Liechtenstein                               , walking,            1880, 1.9 km       ,             1546, 26 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Belvedere                                          , walking,            2401, 2.4 km       ,             2053, 34 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Karlsplatz                                         , walking,            1105, 1.1 km       ,              917, 15 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Messe                                              , walking,            3983, 4.0 km       ,             3296, 55 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Altwiener Christkindlmarkt                         , walking,             449, 0.4 km       ,              364, 6 mins         ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Biobauern-Adventmarkt                              , walking,            2536, 2.5 km       ,             2154, 36 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Rathaus                                            , walking,            1040, 1.0 km       ,              873, 15 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Schönbrunn                                         , walking,            6780, 6.8 km       ,             5777, 1 hour 36 mins ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Prater / Riesenrad                                 , walking,            2915, 2.9 km       ,             2399, 40 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Mittelalterlicher Adventmarkt                      , walking,            2536, 2.5 km       ,             2154, 36 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Schloss Wilhelminenberg                            , walking,            6716, 6.7 km       ,             6138, 1 hour 42 mins ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Advent in der Stallburg                            , walking,             114, 0.1 km       ,               97, 2 mins         ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Adventmarkt Mariahilf                              , walking,            1669, 1.7 km       ,             1461, 24 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , IKEA Westbahnhof                                   , walking,            3011, 3.0 km       ,             2604, 43 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,            6851, 6.9 km       ,             5705, 1 hour 35 mins ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Adventmark Verkehrsmuseum Remise                   , walking,            3777, 3.8 km       ,             3102, 52 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Weihnacht im Wald                                  , walking,            2970, 3.0 km       ,             2491, 42 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Adventmarkt Favoriten                              , walking,            2536, 2.5 km       ,             2154, 36 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Winterzauber im Böhmischen Prater                  , walking,            5921, 5.9 km       ,             5070, 1 hour 25 mins ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Adventmarkt Meidling                               , walking,            2536, 2.5 km       ,             2154, 36 mins        ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Ottakringer Weihnachtszauber                       , walking,            4793, 4.8 km       ,             4141, 1 hour 9 mins  ,                            , 
Weihnachtsmarkt am Michaelerplatz                  , Adventmarkt im Schloss Neugebäude                  , walking,            8316, 8.3 km       ,             6839, 1 hour 54 mins ,                            , 
Schloss Wilhelminenberg                            , MQ                                                 , walking,            6076, 6.1 km       ,             4859, 1 hour 21 mins ,                            , 
Schloss Wilhelminenberg                            , Altes AKH                                          , walking,            5271, 5.3 km       ,             4176, 1 hour 10 mins ,                            , 
Schloss Wilhelminenberg                            , Am Hof                                             , walking,            6777, 6.8 km       ,             5420, 1 hour 30 mins ,                            , 
Schloss Wilhelminenberg                            , Spittelberg                                        , walking,            6101, 6.1 km       ,             4885, 1 hour 21 mins ,                            , 
Schloss Wilhelminenberg                            , Stephansplatz                                      , walking,            7277, 7.3 km       ,             5814, 1 hour 37 mins ,                            , 
Schloss Wilhelminenberg                            , Opera                                              , walking,            5134, 5.1 km       ,             4073, 1 hour 8 mins  ,                            , 
Schloss Wilhelminenberg                            , Türkenschanzpark                                   , walking,            5175, 5.2 km       ,             4198, 1 hour 10 mins ,                            , 
Schloss Wilhelminenberg                            , Maria-Theresien-Platz                              , walking,            6153, 6.2 km       ,             4901, 1 hour 22 mins ,                            , 
Schloss Wilhelminenberg                            , Blumengärten Hirschstetten                         , walking,           16882, 16.9 km      ,            13878, 3 hours 51 mins,                            , 
Schloss Wilhelminenberg                            , Palais Liechtenstein                               , walking,            6175, 6.2 km       ,             4932, 1 hour 22 mins ,                            , 
Schloss Wilhelminenberg                            , Belvedere                                          , walking,            8622, 8.6 km       ,             6992, 1 hour 57 mins ,                            , 
Schloss Wilhelminenberg                            , Karlsplatz                                         , walking,            7290, 7.3 km       ,             5813, 1 hour 37 mins ,                            , 
Schloss Wilhelminenberg                            , Messe                                              , walking,           10173, 10.2 km      ,             8281, 2 hours 18 mins,                            , 
Schloss Wilhelminenberg                            , Altwiener Christkindlmarkt                         , walking,            6496, 6.5 km       ,             5186, 1 hour 26 mins ,                            , 
Schloss Wilhelminenberg                            , Biobauern-Adventmarkt                              , walking,            7669, 7.7 km       ,             6172, 1 hour 43 mins ,                            , 
Schloss Wilhelminenberg                            , Rathaus                                            , walking,            5995, 6.0 km       ,             4780, 1 hour 20 mins ,                            , 
Schloss Wilhelminenberg                            , Schönbrunn                                         , walking,            6551, 6.6 km       ,             5232, 1 hour 27 mins ,                            , 
Schloss Wilhelminenberg                            , Prater / Riesenrad                                 , walking,            9149, 9.1 km       ,             7408, 2 hours 3 mins ,                            , 
Schloss Wilhelminenberg                            , Mittelalterlicher Adventmarkt                      , walking,            7669, 7.7 km       ,             6172, 1 hour 43 mins ,                            , 
Schloss Wilhelminenberg                            , Weihnachtsmarkt am Michaelerplatz                  , walking,            6716, 6.7 km       ,             5347, 1 hour 29 mins ,                            , 
Schloss Wilhelminenberg                            , Advent in der Stallburg                            , walking,            6831, 6.8 km       ,             5443, 1 hour 31 mins ,                            , 
Schloss Wilhelminenberg                            , Adventmarkt Mariahilf                              , walking,            6355, 6.4 km       ,             5098, 1 hour 25 mins ,                            , 
Schloss Wilhelminenberg                            , IKEA Westbahnhof                                   , walking,            6083, 6.1 km       ,             4932, 1 hour 22 mins ,                            , 
Schloss Wilhelminenberg                            , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,           11385, 11.4 km      ,             9226, 2 hours 34 mins,                            , 
Schloss Wilhelminenberg                            , Adventmark Verkehrsmuseum Remise                   , walking,           10398, 10.4 km      ,             8350, 2 hours 19 mins,                            , 
Schloss Wilhelminenberg                            , Weihnacht im Wald                                  , walking,            6988, 7.0 km       ,             5583, 1 hour 33 mins ,                            , 
Schloss Wilhelminenberg                            , Adventmarkt Favoriten                              , walking,            7669, 7.7 km       ,             6172, 1 hour 43 mins ,                            , 
Schloss Wilhelminenberg                            , Winterzauber im Böhmischen Prater                  , walking,           12056, 12.1 km      ,             9908, 2 hours 45 mins,                            , 
Schloss Wilhelminenberg                            , Adventmarkt Meidling                               , walking,            7669, 7.7 km       ,             6172, 1 hour 43 mins ,                            , 
Schloss Wilhelminenberg                            , Ottakringer Weihnachtszauber                       , walking,            2020, 2.0 km       ,             1576, 26 mins        ,                            , 
Schloss Wilhelminenberg                            , Adventmarkt im Schloss Neugebäude                  , walking,           14661, 14.7 km      ,            11878, 3 hours 18 mins,                            , 
Advent in der Stallburg                            , MQ                                                 , walking,            1063, 1.1 km       ,              929, 15 mins        ,                            , 
Advent in der Stallburg                            , Altes AKH                                          , walking,            1722, 1.7 km       ,             1474, 25 mins        ,                            , 
Advent in der Stallburg                            , Am Hof                                             , walking,             533, 0.5 km       ,              424, 7 mins         ,                            , 
Advent in der Stallburg                            , Spittelberg                                        , walking,            1119, 1.1 km       ,              981, 16 mins        ,                            , 
Advent in der Stallburg                            , Stephansplatz                                      , walking,             709, 0.7 km       ,              560, 9 mins         ,                            , 
Advent in der Stallburg                            , Opera                                              , walking,            5536, 5.5 km       ,             4656, 1 hour 18 mins ,                            , 
Advent in der Stallburg                            , Türkenschanzpark                                   , walking,            4427, 4.4 km       ,             3886, 1 hour 5 mins  ,                            , 
Advent in der Stallburg                            , Maria-Theresien-Platz                              , walking,             546, 0.5 km       ,              472, 8 mins         ,                            , 
Advent in der Stallburg                            , Blumengärten Hirschstetten                         , walking,           10846, 10.8 km      ,             9024, 2 hours 30 mins,                            , 
Advent in der Stallburg                            , Palais Liechtenstein                               , walking,            2003, 2.0 km       ,             1643, 27 mins        ,                            , 
Advent in der Stallburg                            , Belvedere                                          , walking,            2287, 2.3 km       ,             1959, 33 mins        ,                            , 
Advent in der Stallburg                            , Karlsplatz                                         , walking,             991, 1.0 km       ,              822, 14 mins        ,                            , 
Advent in der Stallburg                            , Messe                                              , walking,            4094, 4.1 km       ,             3405, 57 mins        ,                            , 
Advent in der Stallburg                            , Altwiener Christkindlmarkt                         , walking,             572, 0.6 km       ,              460, 8 mins         ,                            , 
Advent in der Stallburg                            , Biobauern-Adventmarkt                              , walking,            2422, 2.4 km       ,             2060, 34 mins        ,                            , 
Advent in der Stallburg                            , Rathaus                                            , walking,            1155, 1.2 km       ,              962, 16 mins        ,                            , 
Advent in der Stallburg                            , Schönbrunn                                         , walking,            6809, 6.8 km       ,             5798, 1 hour 37 mins ,                            , 
Advent in der Stallburg                            , Prater / Riesenrad                                 , walking,            2945, 2.9 km       ,             2420, 40 mins        ,                            , 
Advent in der Stallburg                            , Mittelalterlicher Adventmarkt                      , walking,            2422, 2.4 km       ,             2060, 34 mins        ,                            , 
Advent in der Stallburg                            , Weihnachtsmarkt am Michaelerplatz                  , walking,             114, 0.1 km       ,               90, 2 mins         ,                            , 
Advent in der Stallburg                            , Schloss Wilhelminenberg                            , walking,            6831, 6.8 km       ,             6228, 1 hour 44 mins ,                            , 
Advent in der Stallburg                            , Adventmarkt Mariahilf                              , walking,            1698, 1.7 km       ,             1482, 25 mins        ,                            , 
Advent in der Stallburg                            , IKEA Westbahnhof                                   , walking,            3040, 3.0 km       ,             2625, 44 mins        ,                            , 
Advent in der Stallburg                            , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), walking,            6974, 7.0 km       ,             5801, 1 hour 37 mins ,                            , 
Advent in der Stallburg                            , Adventmark Verkehrsmuseum Remise                   , walking,            3829, 3.8 km       ,             3137, 52 mins        ,                            , 
Advent in der Stallburg                            , Weihnacht im Wald                                  , walking,            2971, 3.0 km       ,             2511, 42 mins        ,                            , 
Advent in der Stallburg                            , Adventmarkt Favoriten                              , walking,            2422, 2.4 km       ,             2060, 34 mins        ,                            , 
Advent in der Stallburg                            , Winterzauber im Böhmischen Prater                  , walking,            5807, 5.8 km       ,             4975, 1 hour 23 mins ,                            , 
Advent in der Stallburg                            , Adventmarkt Meidling                               , walking,            2422, 2.4 km       ,             2060, 34 mins        ,                            , 
Advent in der Stallburg                            , Ottakringer Weihnachtszauber                       , walking,            4914, 4.9 km       ,             4243, 1 hour 11 mins ,                            , 
Advent in der Stallburg                            , Adventmarkt im Schloss Neugebäude                  , walking,            8202, 8.2 km       ,             6745, 1 hour 52 mins ,                            , 
Adventmarkt Mariahilf                              , MQ                                                 , walking,             635, 0.6 km       ,              476, 8 mins         ,                            , 
Adventmarkt Mariahilf                              , Altes AKH                                          , walking,            2313, 2.3 km       ,             1885, 31 mins        ,                            , 
Adventmarkt Mariahilf                              , Am Hof                                             , walking,            2103, 2.1 km       ,             1666, 28 mins        ,                            , 
Adventmarkt Mariahilf                              , Spittelberg                                        , walking,             831, 0.8 km       ,              649, 11 mins        ,                            , 
Adventmarkt Mariahilf                              , Stephansplatz                                      , walking,            2291, 2.3 km       ,             1815, 30 mins        ,                            , 
Adventmarkt Mariahilf                              , Opera                                              , walking,            3838, 3.8 km       ,             3174, 53 mins        ,                            , 
Adventmarkt Mariahilf                              , Türkenschanzpark                                   , walking,            5367, 5.4 km       ,             4583, 1 hour 16 mins ,                            , 
Adventmarkt Mariahilf                              , Maria-Theresien-Platz                              , walking,             889, 0.9 km       ,              696, 12 mins        ,                            , 
Adventmarkt Mariahilf                              , Blumengärten Hirschstetten                         , walking,           12468, 12.5 km      ,            10337, 2 hours 52 mins,                            , 
Adventmarkt Mariahilf                              , Palais Liechtenstein                               , walking,            3292, 3.3 km       ,             2648, 44 mins        ,                            , 
Adventmarkt Mariahilf                              , Belvedere                                          , walking,            2926, 2.9 km       ,             2424, 40 mins        ,                            , 
