origin,destination,distance_meters,duration_walking_sec,duration_walking_min,duration_public_transport_sec,duration_public_transport_min
IKEA Westbahnhof                                   , Rathaus                                            ,3026,2494,42,,
IKEA Westbahnhof                                   , Schönbrunn                                         ,3986,3391,57,,
IKEA Westbahnhof                                   , Prater / Riesenrad                                 ,5878,4793,80,,
IKEA Westbahnhof                                   , Mittelalterlicher Adventmarkt                      ,2345,1923,33,,
IKEA Westbahnhof                                   , Weihnachtsmarkt am Michaelerplatz                  ,3011,2429,41,,
IKEA Westbahnhof                                   , Schloss Wilhelminenberg                            ,6083,5578,93,,
IKEA Westbahnhof                                   , Advent in der Stallburg                            ,3040,2458,41,,
IKEA Westbahnhof                                   , Adventmarkt Mariahilf                              ,1342,1111,19,,
IKEA Westbahnhof                                   , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),9694,8047,135,,
IKEA Westbahnhof                                   , Adventmark Verkehrsmuseum Remise                   ,6093,5004,84,,
IKEA Westbahnhof                                   , Weihnacht im Wald                                  ,1568,1272,22,,
IKEA Westbahnhof                                   , Adventmarkt Favoriten                              ,2345,1923,33,,
IKEA Westbahnhof                                   , Winterzauber im Böhmischen Prater                  ,6547,5641,95,,
IKEA Westbahnhof                                   , Adventmarkt Meidling                               ,2345,1923,33,,
IKEA Westbahnhof                                   , Ottakringer Weihnachtszauber                       ,4063,3476,58,,
IKEA Westbahnhof                                   , Adventmarkt im Schloss Neugebäude                  ,9996,8250,138,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), MQ                                                 ,7430,6306,106,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Altes AKH                                          ,6498,5503,92,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Am Hof                                             ,6536,5514,92,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Spittelberg                                        ,7494,6363,107,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Stephansplatz                                      ,6745,5648,95,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Opera                                              ,11820,9997,167,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Türkenschanzpark                                   ,6330,5471,92,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Maria-Theresien-Platz                              ,7171,6057,101,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Blumengärten Hirschstetten                         ,7098,5888,99,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Palais Liechtenstein                               ,5387,4519,76,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Belvedere                                          ,8795,7370,123,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Karlsplatz                                         ,7813,6537,109,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Messe                                              ,5610,4586,77,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Altwiener Christkindlmarkt                         ,6486,5476,92,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Biobauern-Adventmarkt                              ,9385,7866,132,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Rathaus                                            ,6694,5682,95,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Schönbrunn                                         ,13357,11269,188,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Prater / Riesenrad                                 ,5766,4729,79,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Mittelalterlicher Adventmarkt                      ,9385,7866,132,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Weihnachtsmarkt am Michaelerplatz                  ,6851,5777,97,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Schloss Wilhelminenberg                            ,11385,10082,169,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Advent in der Stallburg                            ,6974,5879,98,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Adventmarkt Mariahilf                              ,8316,7059,118,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), IKEA Westbahnhof                                   ,9694,8263,138,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Adventmark Verkehrsmuseum Remise                   ,8433,6881,115,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Weihnacht im Wald                                  ,9648,8111,136,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Adventmarkt Favoriten                              ,9385,7866,132,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Winterzauber im Böhmischen Prater                  ,12399,10480,175,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Adventmarkt Meidling                               ,9385,7866,132,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Ottakringer Weihnachtszauber                       ,9880,8443,141,,
Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz), Adventmarkt im Schloss Neugebäude                  ,14160,11567,193,,
Adventmark Verkehrsmuseum Remise                   , MQ                                                 ,4116,3544,60,,
Adventmark Verkehrsmuseum Remise                   , Altes AKH                                          ,5115,4335,73,,
Adventmark Verkehrsmuseum Remise                   , Am Hof                                             ,3646,3060,51,,
Adventmark Verkehrsmuseum Remise                   , Spittelberg                                        ,4564,3859,65,,
Adventmark Verkehrsmuseum Remise                   , Stephansplatz                                      ,3085,2599,44,,
Adventmark Verkehrsmuseum Remise                   , Opera                                              ,8588,7271,122,,
Adventmark Verkehrsmuseum Remise                   , Türkenschanzpark                                   ,7724,6661,112,,
Adventmark Verkehrsmuseum Remise                   , Maria-Theresien-Platz                              ,3898,3279,55,,
Adventmark Verkehrsmuseum Remise                   , Blumengärten Hirschstetten                         ,9252,7611,127,,
Adventmark Verkehrsmuseum Remise                   , Palais Liechtenstein                               ,5000,4178,70,,
Adventmark Verkehrsmuseum Remise                   , Belvedere                                          ,2685,2307,39,,
Adventmark Verkehrsmuseum Remise                   , Karlsplatz                                         ,3163,2668,45,,
Adventmark Verkehrsmuseum Remise                   , Messe                                              ,3209,2581,44,,
Adventmark Verkehrsmuseum Remise                   , Altwiener Christkindlmarkt                         ,3879,3250,55,,
Adventmark Verkehrsmuseum Remise                   , Biobauern-Adventmarkt                              ,4503,3807,64,,
Adventmark Verkehrsmuseum Remise                   , Rathaus                                            ,4619,3884,65,,
Adventmark Verkehrsmuseum Remise                   , Schönbrunn                                         ,9252,7903,132,,
Adventmark Verkehrsmuseum Remise                   , Prater / Riesenrad                                 ,2867,2358,40,,
Adventmark Verkehrsmuseum Remise                   , Mittelalterlicher Adventmarkt                      ,4503,3807,64,,
Adventmark Verkehrsmuseum Remise                   , Weihnachtsmarkt am Michaelerplatz                  ,3777,3165,53,,
Adventmark Verkehrsmuseum Remise                   , Schloss Wilhelminenberg                            ,10398,9227,154,,
Adventmark Verkehrsmuseum Remise                   , Advent in der Stallburg                            ,3806,3191,54,,
Adventmark Verkehrsmuseum Remise                   , Adventmarkt Mariahilf                              ,4750,4097,69,,
Adventmark Verkehrsmuseum Remise                   , IKEA Westbahnhof                                   ,6093,5240,88,,
Adventmark Verkehrsmuseum Remise                   , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),8433,6896,115,,
Adventmark Verkehrsmuseum Remise                   , Weihnacht im Wald                                  ,5284,4439,74,,
Adventmark Verkehrsmuseum Remise                   , Adventmarkt Favoriten                              ,4503,3807,64,,
Adventmark Verkehrsmuseum Remise                   , Winterzauber im Böhmischen Prater                  ,4756,4197,70,,
Adventmark Verkehrsmuseum Remise                   , Adventmarkt Meidling                               ,4503,3807,64,,
Adventmark Verkehrsmuseum Remise                   , Ottakringer Weihnachtszauber                       ,8378,7126,119,,
Adventmark Verkehrsmuseum Remise                   , Adventmarkt im Schloss Neugebäude                  ,5908,4848,81,,
Weihnacht im Wald                                  , MQ                                                 ,1936,1625,28,,
Weihnacht im Wald                                  , Altes AKH                                          ,3531,2970,50,,
Weihnacht im Wald                                  , Am Hof                                             ,3405,2812,47,,
Weihnacht im Wald                                  , Spittelberg                                        ,2154,1811,31,,
Weihnacht im Wald                                  , Stephansplatz                                      ,3335,2754,46,,
Weihnacht im Wald                                  , Opera                                              ,3517,2997,50,,
Weihnacht im Wald                                  , Türkenschanzpark                                   ,6186,5338,89,,
Weihnacht im Wald                                  , Maria-Theresien-Platz                              ,2191,1843,31,,
Weihnacht im Wald                                  , Blumengärten Hirschstetten                         ,13404,11191,187,,
Weihnacht im Wald                                  , Palais Liechtenstein                               ,4625,3815,64,,
Weihnacht im Wald                                  , Belvedere                                          ,3110,2638,44,,
Weihnacht im Wald                                  , Karlsplatz                                         ,2372,1937,33,,
Weihnacht im Wald                                  , Messe                                              ,6629,5524,93,,
Weihnacht im Wald                                  , Altwiener Christkindlmarkt                         ,3411,2822,48,,
Weihnacht im Wald                                  , Biobauern-Adventmarkt                              ,1171,977,17,,
Weihnacht im Wald                                  , Rathaus                                            ,3087,2577,43,,
Weihnacht im Wald                                  , Schönbrunn                                         ,4003,3492,59,,
Weihnacht im Wald                                  , Prater / Riesenrad                                 ,5473,4519,76,,
Weihnacht im Wald                                  , Mittelalterlicher Adventmarkt                      ,1171,977,17,,
Weihnacht im Wald                                  , Weihnachtsmarkt am Michaelerplatz                  ,2970,2465,42,,
Weihnacht im Wald                                  , Schloss Wilhelminenberg                            ,6988,6373,107,,
Weihnacht im Wald                                  , Advent in der Stallburg                            ,2971,2497,42,,
Weihnacht im Wald                                  , Adventmarkt Mariahilf                              ,1481,1291,22,,
Weihnacht im Wald                                  , IKEA Westbahnhof                                   ,1568,1414,24,,
Weihnacht im Wald                                  , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),9648,8022,134,,
Weihnacht im Wald                                  , Adventmark Verkehrsmuseum Remise                   ,5284,4354,73,,
Weihnacht im Wald                                  , Adventmarkt Favoriten                              ,1171,977,17,,
Weihnacht im Wald                                  , Winterzauber im Böhmischen Prater                  ,5176,4532,76,,
Weihnacht im Wald                                  , Adventmarkt Meidling                               ,1171,977,17,,
Weihnacht im Wald                                  , Ottakringer Weihnachtszauber                       ,4968,4272,72,,
Weihnacht im Wald                                  , Adventmarkt im Schloss Neugebäude                  ,8625,7141,120,,
Adventmarkt Favoriten                              , MQ                                                 ,1928,1627,28,,
Adventmarkt Favoriten                              , Altes AKH                                          ,3741,3154,53,,
Adventmarkt Favoriten                              , Am Hof                                             ,2954,2462,42,,
Adventmarkt Favoriten                              , Spittelberg                                        ,2146,1813,31,,
Adventmarkt Favoriten                              , Stephansplatz                                      ,2786,2296,39,,
Adventmarkt Favoriten                              , Opera                                              ,4653,3937,66,,
Adventmarkt Favoriten                              , Türkenschanzpark                                   ,6638,5725,96,,
Adventmarkt Favoriten                              , Maria-Theresien-Platz                              ,2144,1821,31,,
Adventmarkt Favoriten                              , Blumengärten Hirschstetten                         ,12673,10592,177,,
Adventmarkt Favoriten                              , Palais Liechtenstein                               ,4424,3680,62,,
Adventmarkt Favoriten                              , Belvedere                                          ,1929,1655,28,,
Adventmarkt Favoriten                              , Karlsplatz                                         ,1741,1417,24,,
Adventmarkt Favoriten                              , Messe                                              ,5899,4925,83,,
Adventmarkt Favoriten                              , Altwiener Christkindlmarkt                         ,2993,2498,42,,
Adventmarkt Favoriten                              , Biobauern-Adventmarkt                              ,0,0,0,,
Adventmarkt Favoriten                              , Rathaus                                            ,3121,2613,44,,
Adventmarkt Favoriten                              , Schönbrunn                                         ,4936,4250,71,,
Adventmarkt Favoriten                              , Prater / Riesenrad                                 ,4633,3863,65,,
Adventmarkt Favoriten                              , Mittelalterlicher Adventmarkt                      ,0,0,0,,
Adventmarkt Favoriten                              , Weihnachtsmarkt am Michaelerplatz                  ,2536,2127,36,,
Adventmarkt Favoriten                              , Schloss Wilhelminenberg                            ,7669,6954,116,,
Adventmarkt Favoriten                              , Advent in der Stallburg                            ,2422,2039,34,,
Adventmarkt Favoriten                              , Adventmarkt Mariahilf                              ,1559,1365,23,,
Adventmarkt Favoriten                              , IKEA Westbahnhof                                   ,2345,2054,35,,
Adventmarkt Favoriten                              , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),9385,7770,130,,
Adventmarkt Favoriten                              , Adventmark Verkehrsmuseum Remise                   ,4503,3712,62,,
Adventmarkt Favoriten                              , Weihnacht im Wald                                  ,1171,968,17,,
Adventmarkt Favoriten                              , Winterzauber im Böhmischen Prater                  ,4563,3994,67,,
Adventmarkt Favoriten                              , Adventmarkt Meidling                               ,0,0,0,,
Adventmarkt Favoriten                              , Ottakringer Weihnachtszauber                       ,5648,4853,81,,
Adventmarkt Favoriten                              , Adventmarkt im Schloss Neugebäude                  ,8054,6624,111,,
Winterzauber im Böhmischen Prater                  , MQ                                                 ,5766,4614,77,,
Winterzauber im Böhmischen Prater                  , Altes AKH                                          ,7452,6047,101,,
Winterzauber im Böhmischen Prater                  , Am Hof                                             ,6294,5056,85,,
Winterzauber im Böhmischen Prater                  , Spittelberg                                        ,6047,4914,82,,
Winterzauber im Böhmischen Prater                  , Stephansplatz                                      ,5931,4762,80,,
Winterzauber im Böhmischen Prater                  , Opera                                              ,8337,6906,116,,
Winterzauber im Böhmischen Prater                  , Türkenschanzpark                                   ,10234,8563,143,,
Winterzauber im Böhmischen Prater                  , Maria-Theresien-Platz                              ,5832,4593,77,,
Winterzauber im Böhmischen Prater                  , Blumengärten Hirschstetten                         ,12985,10666,178,,
Winterzauber im Böhmischen Prater                  , Palais Liechtenstein                               ,7810,6319,106,,
Winterzauber im Böhmischen Prater                  , Belvedere                                          ,3645,2925,49,,
Winterzauber im Böhmischen Prater                  , Karlsplatz                                         ,4992,3894,65,,
Winterzauber im Böhmischen Prater                  , Messe                                              ,7682,6258,105,,
Winterzauber im Böhmischen Prater                  , Altwiener Christkindlmarkt                         ,6379,5137,86,,
Winterzauber im Böhmischen Prater                  , Biobauern-Adventmarkt                              ,4563,3694,62,,
Winterzauber im Böhmischen Prater                  , Rathaus                                            ,6746,5350,90,,
Winterzauber im Böhmischen Prater                  , Schönbrunn                                         ,8074,6731,113,,
Winterzauber im Böhmischen Prater                  , Prater / Riesenrad                                 ,7030,5646,95,,
Winterzauber im Böhmischen Prater                  , Mittelalterlicher Adventmarkt                      ,4563,3694,62,,
Winterzauber im Böhmischen Prater                  , Weihnachtsmarkt am Michaelerplatz                  ,5921,4766,80,,
Winterzauber im Böhmischen Prater                  , Schloss Wilhelminenberg                            ,12056,10387,174,,
Winterzauber im Böhmischen Prater                  , Advent in der Stallburg                            ,5807,4678,78,,
Winterzauber im Böhmischen Prater                  , Adventmarkt Mariahilf                              ,5894,4835,81,,
Winterzauber im Böhmischen Prater                  , IKEA Westbahnhof                                   ,6547,5460,91,,
Winterzauber im Böhmischen Prater                  , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),12399,10099,169,,
Winterzauber im Böhmischen Prater                  , Adventmark Verkehrsmuseum Remise                   ,4756,3862,65,,
Winterzauber im Böhmischen Prater                  , Weihnacht im Wald                                  ,5176,4208,71,,
Winterzauber im Böhmischen Prater                  , Adventmarkt Favoriten                              ,4563,3694,62,,
Winterzauber im Böhmischen Prater                  , Adventmarkt Meidling                               ,4563,3694,62,,
Winterzauber im Böhmischen Prater                  , Ottakringer Weihnachtszauber                       ,10036,8285,139,,
Winterzauber im Böhmischen Prater                  , Adventmarkt im Schloss Neugebäude                  ,4490,3578,60,,
Adventmarkt Meidling                               , MQ                                                 ,1928,1627,28,,
Adventmarkt Meidling                               , Altes AKH                                          ,3741,3154,53,,
Adventmarkt Meidling                               , Am Hof                                             ,2954,2462,42,,
Adventmarkt Meidling                               , Spittelberg                                        ,2146,1813,31,,
Adventmarkt Meidling                               , Stephansplatz                                      ,2786,2296,39,,
Adventmarkt Meidling                               , Opera                                              ,4653,3937,66,,
Adventmarkt Meidling                               , Türkenschanzpark                                   ,6638,5725,96,,
Adventmarkt Meidling                               , Maria-Theresien-Platz                              ,2144,1821,31,,
Adventmarkt Meidling                               , Blumengärten Hirschstetten                         ,12673,10592,177,,
Adventmarkt Meidling                               , Palais Liechtenstein                               ,4424,3680,62,,
Adventmarkt Meidling                               , Belvedere                                          ,1929,1655,28,,
Adventmarkt Meidling                               , Karlsplatz                                         ,1741,1417,24,,
Adventmarkt Meidling                               , Messe                                              ,5899,4925,83,,
Adventmarkt Meidling                               , Altwiener Christkindlmarkt                         ,2993,2498,42,,
Adventmarkt Meidling                               , Biobauern-Adventmarkt                              ,0,0,0,,
Adventmarkt Meidling                               , Rathaus                                            ,3121,2613,44,,
Adventmarkt Meidling                               , Schönbrunn                                         ,4936,4250,71,,
Adventmarkt Meidling                               , Prater / Riesenrad                                 ,4633,3863,65,,
Adventmarkt Meidling                               , Mittelalterlicher Adventmarkt                      ,0,0,0,,
Adventmarkt Meidling                               , Weihnachtsmarkt am Michaelerplatz                  ,2536,2127,36,,
Adventmarkt Meidling                               , Schloss Wilhelminenberg                            ,7669,6954,116,,
Adventmarkt Meidling                               , Advent in der Stallburg                            ,2422,2039,34,,
Adventmarkt Meidling                               , Adventmarkt Mariahilf                              ,1559,1365,23,,
Adventmarkt Meidling                               , IKEA Westbahnhof                                   ,2345,2054,35,,
Adventmarkt Meidling                               , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),9385,7770,130,,
Adventmarkt Meidling                               , Adventmark Verkehrsmuseum Remise                   ,4503,3712,62,,
Adventmarkt Meidling                               , Weihnacht im Wald                                  ,1171,968,17,,
Adventmarkt Meidling                               , Adventmarkt Favoriten                              ,0,0,0,,
Adventmarkt Meidling                               , Winterzauber im Böhmischen Prater                  ,4563,3994,67,,
Adventmarkt Meidling                               , Ottakringer Weihnachtszauber                       ,5648,4853,81,,
Adventmarkt Meidling                               , Adventmarkt im Schloss Neugebäude                  ,8054,6624,111,,
Ottakringer Weihnachtszauber                       , MQ                                                 ,4056,3273,55,,
Ottakringer Weihnachtszauber                       , Altes AKH                                          ,3667,2949,50,,
Ottakringer Weihnachtszauber                       , Am Hof                                             ,5077,4072,68,,
Ottakringer Weihnachtszauber                       , Spittelberg                                        ,4081,3299,55,,
Ottakringer Weihnachtszauber                       , Stephansplatz                                      ,5472,4390,74,,
Ottakringer Weihnachtszauber                       , Opera                                              ,3124,2518,42,,
Ottakringer Weihnachtszauber                       , Türkenschanzpark                                   ,4064,3378,57,,
Ottakringer Weihnachtszauber                       , Maria-Theresien-Platz                              ,4133,3315,56,,
Ottakringer Weihnachtszauber                       , Blumengärten Hirschstetten                         ,15277,12650,211,,
Ottakringer Weihnachtszauber                       , Palais Liechtenstein                               ,4680,3796,64,,
Ottakringer Weihnachtszauber                       , Belvedere                                          ,6602,5406,91,,
Ottakringer Weihnachtszauber                       , Karlsplatz                                         ,5269,4228,71,,
Ottakringer Weihnachtszauber                       , Messe                                              ,8568,7053,118,,
Ottakringer Weihnachtszauber                       , Altwiener Christkindlmarkt                         ,4692,3777,63,,
Ottakringer Weihnachtszauber                       , Biobauern-Adventmarkt                              ,5648,4586,77,,
Ottakringer Weihnachtszauber                       , Rathaus                                            ,4191,3370,57,,
Ottakringer Weihnachtszauber                       , Schönbrunn                                         ,4541,3678,62,,
Ottakringer Weihnachtszauber                       , Prater / Riesenrad                                 ,7708,6250,105,,
Ottakringer Weihnachtszauber                       , Mittelalterlicher Adventmarkt                      ,5648,4586,77,,
Ottakringer Weihnachtszauber                       , Weihnachtsmarkt am Michaelerplatz                  ,4793,3851,65,,
Ottakringer Weihnachtszauber                       , Schloss Wilhelminenberg                            ,2020,2091,35,,
Ottakringer Weihnachtszauber                       , Advent in der Stallburg                            ,4914,3957,66,,
Ottakringer Weihnachtszauber                       , Adventmarkt Mariahilf                              ,4335,3512,59,,
Ottakringer Weihnachtszauber                       , IKEA Westbahnhof                                   ,4063,3346,56,,
Ottakringer Weihnachtszauber                       , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),9887,8087,135,,
Ottakringer Weihnachtszauber                       , Adventmark Verkehrsmuseum Remise                   ,8378,6764,113,,
Ottakringer Weihnachtszauber                       , Weihnacht im Wald                                  ,4968,3997,67,,
Ottakringer Weihnachtszauber                       , Adventmarkt Favoriten                              ,5648,4586,77,,
Ottakringer Weihnachtszauber                       , Winterzauber im Böhmischen Prater                  ,10036,8322,139,,
Ottakringer Weihnachtszauber                       , Adventmarkt Meidling                               ,5648,4586,77,,
Ottakringer Weihnachtszauber                       , Adventmarkt im Schloss Neugebäude                  ,12641,10292,172,,
Adventmarkt im Schloss Neugebäude                  , MQ                                                 ,8371,7001,117,,
Adventmarkt im Schloss Neugebäude                  , Altes AKH                                          ,9996,8349,140,,
Adventmarkt im Schloss Neugebäude                  , Am Hof                                             ,8665,7170,120,,
Adventmarkt im Schloss Neugebäude                  , Spittelberg                                        ,8825,7379,123,,
Adventmarkt im Schloss Neugebäude                  , Stephansplatz                                      ,8084,6714,112,,
Adventmarkt im Schloss Neugebäude                  , Opera                                              ,11786,9935,166,,
Adventmarkt im Schloss Neugebäude                  , Türkenschanzpark                                   ,12629,10726,179,,
Adventmarkt im Schloss Neugebäude                  , Maria-Theresien-Platz                              ,8235,6865,115,,
Adventmarkt im Schloss Neugebäude                  , Blumengärten Hirschstetten                         ,12895,10662,178,,
Adventmarkt im Schloss Neugebäude                  , Palais Liechtenstein                               ,9999,8293,139,,
Adventmarkt im Schloss Neugebäude                  , Belvedere                                          ,6589,5522,93,,
Adventmarkt im Schloss Neugebäude                  , Karlsplatz                                         ,7496,6200,104,,
Adventmarkt im Schloss Neugebäude                  , Messe                                              ,8740,7155,120,,
Adventmarkt im Schloss Neugebäude                  , Altwiener Christkindlmarkt                         ,8810,7290,122,,
Adventmarkt im Schloss Neugebäude                  , Biobauern-Adventmarkt                              ,8054,6737,113,,
Adventmarkt im Schloss Neugebäude                  , Rathaus                                            ,9150,7622,128,,
Adventmarkt im Schloss Neugebäude                  , Schönbrunn                                         ,11681,9882,165,,
Adventmarkt im Schloss Neugebäude                  , Prater / Riesenrad                                 ,8343,6893,115,,
Adventmarkt im Schloss Neugebäude                  , Mittelalterlicher Adventmarkt                      ,8054,6737,113,,
Adventmarkt im Schloss Neugebäude                  , Weihnachtsmarkt am Michaelerplatz                  ,8316,6929,116,,
Adventmarkt im Schloss Neugebäude                  , Schloss Wilhelminenberg                            ,14661,12773,213,,
Adventmarkt im Schloss Neugebäude                  , Advent in der Stallburg                            ,8202,6841,115,,
Adventmarkt im Schloss Neugebäude                  , Adventmarkt Mariahilf                              ,9006,7555,126,,
Adventmarkt im Schloss Neugebäude                  , IKEA Westbahnhof                                   ,9996,8489,142,,
Adventmarkt im Schloss Neugebäude                  , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),14106,11581,194,,
Adventmarkt im Schloss Neugebäude                  , Adventmark Verkehrsmuseum Remise                   ,5908,4867,82,,
Adventmarkt im Schloss Neugebäude                  , Weihnacht im Wald                                  ,8625,7237,121,,
Adventmarkt im Schloss Neugebäude                  , Adventmarkt Favoriten                              ,8054,6737,113,,
Adventmarkt im Schloss Neugebäude                  , Winterzauber im Böhmischen Prater                  ,4490,3931,66,,
Adventmarkt im Schloss Neugebäude                  , Adventmarkt Meidling                               ,8054,6737,113,,
Adventmarkt im Schloss Neugebäude                  , Ottakringer Weihnachtszauber                       ,12641,10672,178,,
